year,team,Country,team_score,team_rank,team_name_reduced,team_pcs_id,team_gen_id,team_class
2020.0,Black Spoke Pro Cycling Academy,New Zealand,92.0,62.0,blackspokeprocyclingacademy,6723.0,6723.0,CT
2021.0,Black Spoke Pro Cycling Academy,New Zealand,215.0,61.0,blackspokeprocyclingacademy,6723.0,6723.0,CT
2022.0,Bolton Equities - Black Spoke Pro Cycling,New Zealand,420.0,40.0,blackspokeprocyclingacademy,6723.0,6723.0,CT
2023.0,Bolton Equities - Black Spoke,New Zealand,742.0,34.0,boltonequitiesblackspoke,6723.0,6723.0,PRT
2006.0,Team Vorarlberg,Austria,383.0,55.0,teamvorarlberg,1436.0,1436.0,PCT
2011.0,Team Vorarlberg,Austria,121.0,108.0,teamvorarlberg,1436.0,1436.0,CT
2012.0,Team Vorarlberg,Austria,426.0,51.0,teamvorarlberg,1436.0,1436.0,CT
2013.0,Team Vorarlberg,Austria,62.0,137.0,teamvorarlberg,1436.0,1436.0,CT
2014.0,Team Vorarlberg,Austria,106.0,113.0,teamvorarlberg,1436.0,1436.0,CT
2015.0,Team Vorarlberg,Austria,215.0,80.0,teamvorarlberg,1436.0,1436.0,CT
2016.0,Team Vorarlberg,Austria,130.0,96.0,teamvorarlberg,1436.0,1436.0,CT
2017.0,Team Vorarlberg,Austria,154.0,94.0,teamvorarlberg,1436.0,1436.0,CT
2018.0,Team Vorarlberg - Santic,Austria,563.0,46.0,teamvorarlbergsantic,1436.0,1436.0,CT
2019.0,Team Vorarlberg - Santic,Austria,295.0,60.0,teamvorarlbergsantic,1436.0,1436.0,CT
2020.0,Team Vorarlberg - Santic,Austria,137.0,54.0,teamvorarlbergsantic,1436.0,1436.0,CT
2020.0,Team Vorarlberg,Austria,137.0,54.0,teamvorarlberg,1436.0,1436.0,CT
2021.0,Team Vorarlberg,Austria,146.0,78.0,teamvorarlberg,1436.0,1436.0,CT
2022.0,Team Vorarlberg,Austria,239.0,55.0,teamvorarlberg,1436.0,1436.0,CT
2023.0,Team Vorarlberg,Austria,155.0,91.0,teamvorarlberg,1436.0,1436.0,CT
2024.0,Team Vorarlberg,Austria,136.0,70.0,teamvorarlberg,1436.0,1436.0,CT
2018.0,Ljubljana Gusto Xaurum,Slovenia,362.0,56.0,teamvorarlberg,16121.0,16121.0,CT
2019.0,Ljubljana Gusto Santic,Slovenia,116.0,106.0,teamvorarlberg,16121.0,16121.0,CT
2020.0,Ljubljana Gusto Santic,Slovenia,28.0,119.0,teamvorarlberg,16121.0,16121.0,CT
2021.0,Ljubljana Gusto Santic,Slovenia,90.0,94.0,teamvorarlberg,16121.0,16121.0,CT
2022.0,Ljubljana Gusto Santic,Slovenia,83.0,106.0,teamvorarlberg,16121.0,16121.0,CT
2023.0,Ljubljana Gusto Santic,Slovenia,130.0,97.0,teamvorarlberg,16121.0,16121.0,CT
2024.0,Ljubljana Gusto Santic,Slovenia,40.0,142.0,teamvorarlberg,16121.0,16121.0,CT
2020.0,Spor Toto Cycling Team,Turkey,12.0,149.0,teamvorarlberg,16122.0,16122.0,CT
2021.0,Spor Toto Cycling Team,Turkey,78.0,98.0,teamvorarlberg,16122.0,16122.0,CT
2022.0,Spor Toto Cycling Team,Turkey,53.0,133.0,teamvorarlberg,16122.0,16122.0,CT
2023.0,Spor Toto Cycling Team,Turkey,86.0,117.0,teamvorarlberg,16122.0,16122.0,CT
2024.0,Spor Toto Cycling Team,Turkey,66.0,115.0,teamvorarlberg,16122.0,16122.0,CT
1934.0,BH,Spain,1907.0,18.0,bh,2071.0,2071.0,
1935.0,BH,Spain,2194.0,18.0,bh,2071.0,2071.0,
1936.0,BH,Spain,2245.0,20.0,bh,2071.0,2071.0,
1940.0,BH,Spain,0.0,67.0,bh,2071.0,2071.0,
1944.0,BH,Spain,399.0,11.0,bh,2071.0,2071.0,
1986.0,Zor - BH,Spain,5750.0,13.0,zorbh,2071.0,2071.0,
1987.0,BH,Spain,5941.0,14.0,bh,2071.0,2071.0,
1988.0,BH,Spain,8840.0,6.0,bh,2071.0,2071.0,
1989.0,BH,Spain,6307.0,15.0,bh,2071.0,2071.0,
1990.0,BH - Amaya Seguros,Spain,2397.0,29.0,bhamayaseguros,,11113.0,
1992.0,V.C. Levallois-Perret - Hutchinson - Rigida - BH,France,1.0,96.0,v.c.levalloisperrethutchinsonrigidabh,,11114.0,
2003.0,Van Vliet - EBH-Advocaten - Gazelle,Netherlands,40.0,107.0,vanvlietebhadvocatengazelle,,11115.0,
2004.0,van Vliet - EBH - Advocaten,Netherlands,69.0,105.0,vanvlietebhadvocaten,1473.0,1473.0,TT3
2004.0,Team BH,Germany,15.0,124.0,teambh,,11116.0,TT3
2005.0,van Vliet - EBH - Advocaten,Netherlands,103.0,104.0,vanvlietebhadvocaten,1473.0,1473.0,CT
2006.0,van Vliet - EBH - Advocaten,Netherlands,119.0,106.0,vanvlietebhadvocaten,1473.0,1473.0,CT
2007.0,van Vliet - EBH - Advocaten,Netherlands,67.0,128.0,vanvlietebhadvocaten,1473.0,1473.0,CT
2008.0,van Vliet EBH Elshof,Netherlands,182.0,84.0,vanvlietebhelshof,1473.0,1473.0,CT
2009.0,van Vliet EBH Elshof,Netherlands,87.0,118.0,vanvlietebhelshof,1473.0,1473.0,CT
2010.0,van Vliet EBH Elshof,Netherlands,73.0,124.0,vanvlietebhelshof,1473.0,1473.0,CT
2012.0,Burgos BH - Castilla y Leon,Spain,57.0,140.0,burgosbhcastillayleon,,11117.0,
2013.0,Burgos BH - Castilla y Leon,Spain,43.0,153.0,burgosbhcastillayleon,,11117.0,
2014.0,Burgos-BH,Spain,137.0,99.0,burgosbh,1109.0,1109.0,CT
2014.0,Qinghai Tianyoude - BH Cycling Team,China,0.0,208.0,qinghaitianyoudebhcyclingteam,,11118.0,CT
2015.0,Burgos-BH,Spain,96.0,125.0,burgosbh,1109.0,1109.0,CT
2016.0,Burgos-BH,Spain,36.0,167.0,burgosbh,1109.0,1109.0,CT
2017.0,BHS - Almeborg Bornholm,Denmark,168.0,91.0,bhsalmeborgbornholm,,11119.0,CT
2017.0,Burgos-BH,Spain,73.0,149.0,burgosbh,1109.0,1109.0,CT
2018.0,Burgos-BH,Spain,723.0,42.0,burgosbh,1109.0,1109.0,PCT
2018.0,BHS - Almeborg Bornholm,Denmark,379.0,53.0,bhsalmeborgbornholm,,11119.0,CT
2019.0,Burgos-BH,Spain,909.0,37.0,burgosbh,1109.0,1109.0,PCT
2019.0,BHS - Almeborg Bornholm,Denmark,310.0,58.0,bhsalmeborgbornholm,,11119.0,CT
2020.0,Burgos-BH,Spain,365.0,37.0,burgosbh,1109.0,1109.0,PRT
2020.0,BHS - PL Beton - Bornholm,Denmark,77.0,72.0,bhsplbetonbornholm,,11120.0,CT
2021.0,Burgos-BH,Spain,891.0,33.0,burgosbh,1109.0,1109.0,PRT
2021.0,BHS - PL Beton - Bornholm,Denmark,227.0,58.0,bhsplbetonbornholm,,11120.0,CT
2022.0,Burgos-BH,Spain,906.0,33.0,burgosbh,1109.0,1109.0,PRT
2022.0,BHS - PL Beton - Bornholm,Denmark,182.0,70.0,bhsplbetonbornholm,,11120.0,CT
2023.0,Burgos-BH,Spain,1316.0,30.0,burgosbh,1109.0,1109.0,PRT
2023.0,BHS - PL Beton - Bornholm,Denmark,25.0,174.0,bhsplbetonbornholm,,11120.0,CT
2024.0,Burgos-BH,Spain,1070.0,31.0,burgosbh,1109.0,1109.0,PRT
2024.0,Team MBH Bank - Colpack - Ballan,Italy,183.0,58.0,teammbhbankcolpackballan,2214.0,2214.0,CT
2024.0,BHS - PL Beton - Bornholm,Denmark,33.0,132.0,bhsplbetonbornholm,,11120.0,CT
2001.0,Mikomax - Browar Staropolski,Poland,148.0,69.0,mikomaxbrowarstaropolski,3959.0,3959.0,TT3
2002.0,Mikomax - Browar Staropolski,Poland,310.0,60.0,mikomaxbrowarstaropolski,3959.0,3959.0,TT3
2003.0,Mikomax - Browar Staropolski,Poland,250.0,65.0,mikomaxbrowarstaropolski,3959.0,3959.0,TT3
2019.0,Mazowsze Serce Polski,Poland,95.0,123.0,mazowszesercepolski,7808.0,7808.0,CT
2020.0,Mazowsze Serce Polski,Poland,204.0,42.0,mazowszesercepolski,7808.0,7808.0,CT
2020.0,HRE Mazowsze Serce Polski,Poland,204.0,42.0,hremazowszesercepolski,7808.0,7808.0,CT
2021.0,HRE Mazowsze Serce Polski,Poland,314.0,51.0,hremazowszesercepolski,7808.0,7808.0,CT
2022.0,HRE Mazowsze Serce Polski,Poland,631.0,35.0,hremazowszesercepolski,7808.0,7808.0,CT
2023.0,HRE Mazowsze Serce Polski,Poland,284.0,55.0,hremazowszesercepolski,7808.0,7808.0,CT
2024.0,Mazowsze Serce Polski,Poland,327.0,40.0,mazowszesercepolski,7808.0,7808.0,CT
2024.0,Lubelskie - Perla Polski,Poland,28.0,140.0,lubelskieperlapolski,,11121.0,
2011.0,Movistar Team,Spain,10235.0,12.0,movistarteam,2040.0,2040.0,WT
2012.0,Movistar Team,Spain,14497.0,4.0,movistarteam,2040.0,2040.0,WT
2013.0,Movistar Team,Spain,16760.0,2.0,movistarteam,2040.0,2040.0,WT
2014.0,Movistar Team,Spain,19315.0,2.0,movistarteam,2040.0,2040.0,WT
2015.0,Movistar Team,Spain,18782.0,4.0,movistarteam,2040.0,2040.0,WT
2015.0,Movistar Team America,Colombia,44.0,169.0,movistarteamamerica,,11122.0,CLUB
2016.0,Movistar Team,Spain,19359.0,2.0,movistarteam,2040.0,2040.0,WT
2017.0,Movistar Team,Spain,15493.0,5.0,movistarteam,2040.0,2040.0,WT
2018.0,Movistar Team,Spain,14214.0,8.0,movistarteam,2040.0,2040.0,WT
2019.0,Movistar Team,Spain,17489.0,4.0,movistarteam,2040.0,2040.0,WT
2019.0,Movistar Team Ecuador,Ecuador,97.0,122.0,movistarteamecuador,,11123.0,CT
2020.0,Movistar Team,Spain,6312.0,13.0,movistarteam,2040.0,2040.0,WT
2021.0,Movistar Team,Spain,10186.0,9.0,movistarteam,2040.0,2040.0,WT
2022.0,Movistar Team,Spain,11080.0,10.0,movistarteam,2040.0,2040.0,WT
2023.0,Movistar Team,Spain,11077.0,11.0,movistarteam,2040.0,2040.0,WT
2024.0,Movistar Team,Spain,9988.0,9.0,movistarteam,2040.0,2040.0,WT
2021.0,EF Education - Nippo,United States,10280.0,8.0,efeducationnippo,4000.0,4000.0,WT
2022.0,EF Education-NIPPO Development Team,United States,113.0,94.0,efeducationnippodevelopmentteam,7813.0,7813.0,CT
2023.0,EF Education-NIPPO Development Team,United States,238.0,65.0,efeducationnippodevelopmentteam,7813.0,7813.0,CT
2019.0,EPM,Colombia,123.0,99.0,epmscott,14140.0,14140.0,CT
2020.0,EPM - Scott,Colombia,23.0,168.0,epmscott,14140.0,14140.0,CT
2021.0,EPM - Scott,Colombia,23.0,168.0,epmscott,14140.0,14140.0,CT
2018.0,Medellín,Colombia,312.0,66.0,teammedellinepm,1463.0,1463.0,CT
2019.0,Medellín,Colombia,340.0,54.0,teammedellinepm,1463.0,1463.0,CT
2020.0,Team Medellín,Colombia,117.0,58.0,teammedellinepm,1463.0,1463.0,CT
2021.0,Team Medellín,Colombia,244.0,56.0,teammedellinepm,1463.0,1463.0,CT
2022.0,Team Medellín - EPM,Colombia,183.0,69.0,teammedellinepm,1463.0,1463.0,CT
2023.0,Team Medellín - EPM,Colombia,550.0,38.0,teammedellinepm,1463.0,1463.0,CT
2023.0,Team Medellín - EPM,Colombia,365.0,45.0,teammedellinepm,1463.0,1463.0,CT
2017.0,UAE Team Emirates,United Arab Emirates,10793.0,16.0,uaeteamemirates,1253.0,1253.0,WT
2018.0,UAE Team Emirates,United Arab Emirates,9928.0,14.0,uaeteamemirates,1253.0,1253.0,WT
2019.0,UAE Team Emirates,Switzerland,13631.0,8.0,uaeteamemirates,1253.0,1253.0,WT
2020.0,UAE Team Emirates,United Arab Emirates,11657.0,4.0,uaeteamemirates,1253.0,1253.0,WT
2021.0,UAE Team Emirates,United Arab Emirates,16991.0,4.0,uaeteamemirates,1253.0,1253.0,WT
2022.0,UAE Team Emirates,United Arab Emirates,17110.0,3.0,uaeteamemirates,1253.0,1253.0,WT
2023.0,UAE Team Emirates,United Arab Emirates,23564.0,2.0,uaeteamemirates,1253.0,1253.0,WT
2024.0,UAE Team Emirates,United Arab Emirates,25320.0,1.0,uaeteamemirates,1253.0,1253.0,WT
2024.0,UAE Team Emirates Gen-Z,United Arab Emirates,294.0,44.0,uaeteamemiratesgenz,,11124.0,WT
2019.0,CCC Team,United States,8894.0,16.0,cccteam,1103.0,1103.0,WT
2020.0,CCC Team,Poland,5938.0,15.0,cccteam,1103.0,1103.0,WT
1896.0,Associacion Vélocipédique Internationale,France,0.0,7.0,associacionvélocipédiqueinternationale,,11125.0,NAT
1900.0,Associacion Vélocipédique Internationale,France,0.0,5.0,associacionvélocipédiqueinternationale,,11125.0,NAT
1904.0,National Athletic Club Brooklyn,United States,0.0,71.0,nationalathleticclub,,11126.0,NAT
1906.0,National Cycling Union Leeds,Great Britain,0.0,48.0,nationalcyclingunion,,11127.0,NAT
1908.0,National Cycling Union Leeds,Great Britain,0.0,49.0,nationalcyclingunion,,11127.0,NAT
1936.0,National Cycling Association,United States,0.0,132.0,nationalcyclingassociation,,11128.0,NAT
1980.0,Carnation Foods,Great Britain,0.0,79.0,carnationfoods,,11129.0,
1981.0,Carnation Foods,Great Britain,0.0,75.0,carnationfoods,,11129.0,
1983.0,Newsweek International,Great Britain,1.0,84.0,newsweekinternational,,11130.0,NAT
1984.0,Nationwide Couriers - Peugeot,Australia,4.0,85.0,nationwidecourierspeugeot,,11131.0,
1985.0,National Capitol V.C.,United States,0.0,131.0,nationalcapitolv.c.,,11132.0,NAT
1989.0,American Commerce National Bank,United States,22.0,73.0,americancommercenationalbank,,11133.0,NAT
1989.0,National TV,South Africa,0.0,99.0,nationaltv,,11134.0,NAT
1990.0,American Commerce National Bank,United States,314.0,47.0,americancommercenationalbank,,11133.0,NAT
1990.0,National TV - Topsport,South Africa,0.0,114.0,nationaltvtopsport,,11135.0,NAT
2005.0,Wismilak International Team,Indonesia,90.0,114.0,wismilakinternationalteam,1491.0,1491.0,NAT
2006.0,Wismilak International Team,Indonesia,8.0,160.0,wismilakinternationalteam,1491.0,1491.0,NAT
2015.0,National Sport Council of Malaysia Cycling Team,Malaysia,1.0,211.0,nationalsportcouncilofmalaysiacyclingteam,,11136.0,NAT
2022.0,Pingtan International Tourism Island Cycling Team,China,14.0,184.0,pingtaninternationaltourismislandcyclingteam,,11137.0,NAT
2023.0,Pingtan International Tourism Island Cycling Team,China,86.0,116.0,pingtaninternationaltourismislandcyclingteam,,11137.0,NAT
2024.0,Pingtan International Tourism Island Cycling Team,China,4.0,190.0,pingtaninternationaltourismislandcyclingteam,,11137.0,NAT
2019.0,Nippo - Vini Fantini - Faizanè,Italy,951.0,36.0,nippovinifantinifaizanè,,11138.0,
2021.0,Team BikeExchange,Australia,8623.0,15.0,teambikeexchange,1207.0,1207.0,WT
2020.0,Team BikeExchange - Jayco,Australia,7149.0,12.0,teambikeexchangejayco,1207.0,1207.0,WT
2020.0,Team BikeExchange,Australia,7149.0,12.0,teambikeexchange,1207.0,1207.0,WT
2021.0,Team BikeExchange - Jayco,Australia,8623.0,15.0,teambikeexchangejayco,1207.0,1207.0,WT
2022.0,Team BikeExchange - Jayco,Australia,9172.0,13.0,teambikeexchangejayco,1207.0,1207.0,WT
2023.0,Team Jayco AlUla,Australia,10393.0,12.0,teambikeexchangejayco,1207.0,1207.0,WT
2024.0,Team Jayco AlUla,Australia,9471.0,14.0,teambikeexchangejayco,1207.0,1207.0,WT
1999.0,Shaklee - Degree Radio Energie,United States,429.0,54.0,shakleedegreeradioenergie,,11139.0,
2006.0,Thüringer Energie Team,Germany,157.0,93.0,thüringerenergieteam,,11140.0,
2007.0,Thüringer Energie Team,Germany,208.0,79.0,thüringerenergieteam,,11140.0,
2008.0,Thüringer Energie Team,Germany,238.0,72.0,thüringerenergieteam,,11140.0,
2009.0,Thüringer Energie Team,Germany,256.0,61.0,thüringerenergieteam,,11140.0,
2010.0,Thüringer Energie Team,Germany,319.0,54.0,thüringerenergieteam,,11140.0,
2011.0,Thüringer Energie Team,Germany,100.0,120.0,thüringerenergieteam,,11140.0,
2012.0,Thüringer Energie Team,Germany,133.0,107.0,thüringerenergieteam,,11140.0,
2013.0,Thüringer Energie Team,Germany,146.0,92.0,thüringerenergieteam,,11140.0,
2016.0,Direct Energie,France,3830.0,21.0,directenergie,1175.0,1175.0,PCT
2017.0,Direct Energie,France,3528.0,21.0,directenergie,1175.0,1175.0,PCT
2018.0,Direct Energie,France,2122.0,23.0,directenergie,1175.0,1175.0,PCT
2018.0,Team Total Direct Energie,France,2122.0,23.0,teamtotaldirectenergie,1175.0,1175.0,PCT
2019.0,Team Total Direct Energie,France,3531.0,21.0,teamtotaldirectenergie,1175.0,1175.0,PCT
2020.0,Team Total Direct Energie,France,2784.0,22.0,teamtotaldirectenergie,1175.0,1175.0,PRT
2020.0,TotalEnergies,France,2784.0,22.0,totalenergies,1175.0,1175.0,PRT
2021.0,TotalEnergies,France,3951.0,22.0,totalenergies,1175.0,1175.0,PRT
2022.0,TotalEnergies,France,6886.0,21.0,totalenergies,1175.0,1175.0,PRT
2023.0,TotalEnergies,France,5674.0,21.0,totalenergies,1175.0,1175.0,PRT
2024.0,TotalEnergies,France,3526.0,23.0,totalenergies,1175.0,1175.0,PRT
2008.0,AG2R La Mondiale,France,8673.0,12.0,ag2rlamondiale,1060.0,1060.0,PT
2009.0,AG2R La Mondiale,France,7193.0,14.0,ag2rlamondiale,1060.0,1060.0,WT
2010.0,AG2R La Mondiale,France,7082.0,15.0,ag2rlamondiale,1060.0,1060.0,WT
2011.0,AG2R La Mondiale,France,8754.0,15.0,ag2rlamondiale,1060.0,1060.0,WT
2012.0,AG2R La Mondiale,France,8464.0,14.0,ag2rlamondiale,1060.0,1060.0,WT
2013.0,AG2R La Mondiale,France,10118.0,11.0,ag2rlamondiale,1060.0,1060.0,WT
2014.0,AG2R La Mondiale,France,14542.0,7.0,ag2rlamondiale,1060.0,1060.0,WT
2015.0,AG2R La Mondiale,France,11550.0,11.0,ag2rlamondiale,1060.0,1060.0,WT
2016.0,AG2R La Mondiale,France,11210.0,10.0,ag2rlamondiale,1060.0,1060.0,WT
2017.0,AG2R La Mondiale,France,12942.0,6.0,ag2rlamondiale,1060.0,1060.0,WT
2018.0,AG2R La Mondiale,France,11941.0,11.0,ag2rlamondiale,1060.0,1060.0,WT
2019.0,AG2R La Mondiale,France,9646.0,15.0,ag2rlamondiale,1060.0,1060.0,WT
2020.0,AG2R La Mondiale,France,6066.0,14.0,ag2rlamondiale,1060.0,1060.0,WT
2020.0,AG2R Citroën Team,France,6066.0,14.0,ag2rcitroënteam,1060.0,1060.0,WT
2020.0,AG2R Citroën U23 Team,France,22.0,196.0,ag2rcitroënu23team,10490.0,10490.0,WT
2021.0,AG2R Citroën U23 Team,France,69.0,168.0,ag2rcitroënu23team,10490.0,10490.0,WT
2022.0,AG2R Citroën U23 Team,France,48.0,119.0,ag2rcitroënu23team,10490.0,10490.0,WT
2023.0,AG2R Citroën U23 Team,France,10.0,168.0,ag2rcitroënu23team,10490.0,10490.0,WT
2024.0,Decathlon - AG2R La Mondiale,France,12738.0,7.0,decathlonag2rlamondiale,1060.0,1060.0,WT
2024.0,Decathlon - AG2R La Mondiale Development Team,France,360.0,38.0,decathlonag2rlamondialedevelopmentteam,11111.0,11111.0,CT
2013.0,Topsport Vlaanderen - Baloise,Belgium,1444.0,30.0,topsportvlaanderenbaloise,1453.0,1453.0,PCT
2014.0,Topsport Vlaanderen - Baloise,Belgium,2980.0,24.0,topsportvlaanderenbaloise,1453.0,1453.0,PCT
2015.0,Topsport Vlaanderen - Baloise,Belgium,2661.0,24.0,topsportvlaanderenbaloise,1453.0,1453.0,PCT
2016.0,Topsport Vlaanderen - Baloise,Belgium,1861.0,27.0,topsportvlaanderenbaloise,1453.0,1453.0,PCT
2017.0,Sport Vlaanderen - Baloise,Belgium,1740.0,27.0,sportvlaanderenbaloise,1453.0,1453.0,PCT
2018.0,Sport Vlaanderen - Baloise,Belgium,1651.0,27.0,sportvlaanderenbaloise,1453.0,1453.0,PCT
2019.0,Sport Vlaanderen - Baloise,Belgium,1724.0,27.0,sportvlaanderenbaloise,1453.0,1453.0,PCT
2020.0,Sport Vlaanderen - Baloise,Belgium,1168.0,27.0,sportvlaanderenbaloise,1453.0,1453.0,PRT
2021.0,Sport Vlaanderen - Baloise,Belgium,1742.0,26.0,sportvlaanderenbaloise,1453.0,1453.0,PRT
2022.0,Sport Vlaanderen - Baloise,Belgium,1977.0,26.0,sportvlaanderenbaloise,1453.0,1453.0,PRT
2023.0,Team Flanders - Baloise,Belgium,1232.0,31.0,sportvlaanderenbaloise,1453.0,1453.0,PRT
2019.0,Deceuninck - Quick Step,Belgium,21280.0,2.0,deceuninckquickstep,1328.0,1328.0,WT
2020.0,Deceuninck - Quick Step,Belgium,13728.0,2.0,deceuninckquickstep,1328.0,1328.0,WT
2021.0,Deceuninck - Quick Step,Belgium,19979.0,2.0,deceuninckquickstep,1328.0,1328.0,WT
2021.0,Quick-Step Alpha Vinyl Team,Belgium,19979.0,2.0,quickstepalphavinylteam,1328.0,1328.0,WT
2022.0,Quick-Step Alpha Vinyl Team,Belgium,15554.0,4.0,quickstepalphavinylteam,1328.0,1328.0,WT
2015.0,Androni Giocattoli - Sidermec,Italy,1424.0,32.0,andronigiocattolisidermec,2925.0,2925.0,PCT
2016.0,Androni Giocattoli - Sidermec,Italy,1292.0,31.0,andronigiocattolisidermec,2925.0,2925.0,PCT
2018.0,Androni Giocattoli - Sidermec,Italy,1734.0,26.0,andronigiocattolisidermec,2925.0,2925.0,PCT
2019.0,Androni Giocattoli - Sidermec,Italy,2227.0,25.0,andronigiocattolisidermec,2925.0,2925.0,PCT
2020.0,Androni Giocattoli - Sidermec,Italy,1318.0,25.0,andronigiocattolisidermec,2925.0,2925.0,PRT
2021.0,Androni Giocattoli - Sidermec,Italy,1425.0,29.0,andronigiocattolisidermec,2925.0,2925.0,PRT
2022.0,Drone Hopper - Androni Giocattoli,Italy,1106.0,30.0,dronehopperandronigiocattoli,2925.0,2925.0,PRT
2023.0,GW - Shimano - Sidermec,Colombia,336.0,50.0,dronehopperandronigiocattoli,2925.0,2925.0,CT
2000.0,Lotus Development,South Africa,42.0,87.0,lotusdevelopment,,11141.0,CT
2001.0,Team IBM - Lotus Development,South Africa,143.0,71.0,teamibmlotusdevelopment,,11142.0,TT3
2007.0,Drapac Porsche Development Program,Australia,194.0,82.0,drapacporschedevelopmentprogram,1164.0,1164.0,TT2
2008.0,Drapac Porsche Development Program,Australia,152.0,96.0,drapacporschedevelopmentprogram,1164.0,1164.0,CT
2011.0,Chipotle Development Team,United States,209.0,77.0,chipotledevelopmentteam,,11143.0,CT
2012.0,Chipotle - First Solar Development Team,United States,282.0,59.0,chipotlefirstsolardevelopmentteam,,11144.0,CT
2012.0,BMC - Hincapie Sportswear Development Team,United States,26.0,169.0,bmchincapiesportsweardevelopmentteam,,11145.0,CT
2013.0,Rabobank Development Team,Netherlands,805.0,35.0,rabobankdevelopmentteam,1331.0,1331.0,CT
2013.0,Hincapie Sportswear Development Team,United States,98.0,118.0,hincapiesportsweardevelopmentteam,1516.0,1516.0,CT
2014.0,Rabobank Development Team,Netherlands,729.0,35.0,rabobankdevelopmentteam,1331.0,1331.0,CT
2014.0,Bissell Development Team,United States,278.0,60.0,bisselldevelopmentteam,,11146.0,CT
2014.0,Hincapie Sportswear Development Team,United States,263.0,63.0,hincapiesportsweardevelopmentteam,1516.0,1516.0,CT
2014.0,Development Team Giant - Shimano,Sweden,110.0,111.0,developmentteamgiantshimano,,11147.0,CT
2014.0,Leopard Development Team,Luxembourg,102.0,116.0,leoparddevelopmentteam,1513.0,1513.0,CT
2015.0,Rabobank Development Team,Netherlands,277.0,68.0,rabobankdevelopmentteam,1331.0,1331.0,CT
2015.0,Leopard Development Team,Luxembourg,252.0,74.0,leoparddevelopmentteam,1513.0,1513.0,CT
2015.0,China Cooperation Development Cycling Team,China,1.0,212.0,chinacooperationdevelopmentcyclingteam,,11148.0,CT
2016.0,Rabobank Development Team,Netherlands,266.0,62.0,rabobankdevelopmentteam,1331.0,1331.0,CT
2017.0,Uno - X Hydrogen Development Team,Norway,485.0,47.0,unoxhydrogendevelopmentteam,1420.0,1420.0,CT
2017.0,Drapac Pat's Veg Holistic Development Team,Australia,120.0,115.0,drapacpat'svegholisticdevelopmentteam,3895.0,3895.0,CT
2017.0,Development Team Sunweb,Germany,110.0,121.0,developmentteamsunweb,3831.0,3831.0,CT
2018.0,Development Team Sunweb,Germany,702.0,43.0,developmentteamsunweb,3831.0,3831.0,CT
2018.0,Uno - X Norwegian Development Team,Norway,317.0,64.0,unoxnorwegiandevelopmentteam,1420.0,1420.0,CT
2018.0,Drapac - EF p/b Cannondale Holistic Development Team,Australia,67.0,161.0,drapacefp/bcannondaleholisticdevelopmentteam,,11149.0,CT
2019.0,Uno-X Dare Development Team,Norway,556.0,42.0,unoxdaredevelopmentteam,,11150.0,CT
2019.0,Uno - X Norwegian Development Team,Norway,556.0,42.0,unoxnorwegiandevelopmentteam,1420.0,1420.0,CT
2019.0,CCC Development Team,Poland,473.0,45.0,cccdevelopmentteam,1120.0,1120.0,CT
2019.0,Drapac - Cannondale Holistic Development Team,Australia,120.0,103.0,drapaccannondaleholisticdevelopmentteam,3895.0,3895.0,CT
2019.0,Development Team Sunweb,Netherlands,116.0,105.0,developmentteamsunweb,3831.0,3831.0,CT
2019.0,Hurom BDC Development,Poland,95.0,123.0,hurombdcdevelopment,,11151.0,CT
2019.0,Wallonie - Bruxelles Development Team,Belgium,88.0,134.0,walloniebruxellesdevelopmentteam,,11152.0,CT
2019.0,Jumbo-Visma Development Team,Netherlands,249.0,38.0,jumbovismadevelopmentteam,6016.0,6016.0,CT
2020.0,Jumbo-Visma Development Team,Netherlands,249.0,38.0,jumbovismadevelopmentteam,6016.0,6016.0,CT
2020.0,CCC Development Team,Poland,200.0,44.0,cccdevelopmentteam,1120.0,1120.0,CT
2020.0,Development Team Sunweb,Germany,54.0,87.0,developmentteamsunweb,3831.0,3831.0,CT
2020.0,Wallonie - Bruxelles Development Team,Belgium,43.0,102.0,walloniebruxellesdevelopmentteam,,11152.0,CT
2023.0,Uno-X Pro Cycling Team,Norway,4780.0,21.0,unoxprocyclingteam,1420.0,1420.0,CLUB
2022.0,Uno-X Pro Cycling Team,Norway,2572.0,22.0,unoxprocyclingteam,1420.0,1420.0,CLUB
2021.0,Uno-X Pro Cycling Team,Norway,2201.0,24.0,unoxprocyclingteam,1420.0,1420.0,CLUB
2020.0,Uno-X Pro Cycling Team,Norway,621.0,31.0,unoxprocyclingteam,1420.0,1420.0,PRT
2021.0,Uno-X Dare Development Team,Norway,424.0,40.0,unoxdaredevelopmentteam,,11150.0,CT
2020.0,Uno-X Dare Development Team,Norway,424.0,40.0,unoxdaredevelopmentteam,,11150.0,CT
2021.0,Jumbo-Visma Development Team,Netherlands,420.0,41.0,jumbovismadevelopmentteam,6016.0,6016.0,CT
2021.0,Development Team DSM,Germany,343.0,47.0,developmentteamdsm,3831.0,3831.0,CT
2020.0,Tartu2024 - BalticChainCycling.com,Estonia,201.0,43.0,tartu2024balticchaincycling.com,,11153.0,CT
2020.0,Ampler Development Team,Estonia,201.0,43.0,amplerdevelopmentteam,,11154.0,CT
2021.0,Ampler Development Team,Estonia,205.0,62.0,amplerdevelopmentteam,,11154.0,CT
